error,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6
ransac,0.9986,0.99854,0.99784,0.99833,0.9986,0.99889,0.99846,0.99851,0.99814,0.99889,0.99788,0.99898,0.99855,0.99881,0.99876,0.99888,0.99904,0.9978,0.99878,0.99828,0.99735,0.99843,0.9987,0.99779,0.99866,0.99823,0.99902,0.99765,0.99875,0.99846,0.99822,0.99867,0.99873,0.99855,0.99888,0.99914,0.99756,0.99804,0.99862,0.99825,0.99847,0.99918,0.99885,0.99845,0.99943,0.99852,0.99896,0.99828,0.99773,0.99814,0.99771,0.9984,0.99892,0.99798,0.99911,0.99844,0.99798,0.9981,0.99851,0.99808,0.99729
lsq,0.99983,0.93618,0.87617,0.73564,0.64756,0.68795,0.58615,0.47226,0.5153,0.46823,0.45875,0.43524,0.51538,0.43791,0.44193,0.45066,0.42183,0.50078,0.39332,0.45158,0.43805,0.37906,0.37073,0.41133,0.37638,0.3812,0.4146,0.36323,0.37073,0.37216,0.37168,0.36385,0.35308,0.35522,0.36184,0.36555,0.36269,0.3634,0.34963,0.35219,0.36005,0.37019,0.35321,0.3514,0.35694,0.34578,0.35975,0.34167,0.34628,0.34368,0.3291,0.34356,0.33831,0.3398,0.32464,0.34326,0.33529,0.33122,0.31898,0.32739,0.32085
