Grad,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
durchschnitt,1.9536,1.9127,1.9239,1.9225,1.919,1.9204,1.9226,1.9212,1.9171,1.9526,1.9601,1.9256,1.9174,1.9127,1.9143,1.9175,1.9121
