x,-0.21277,-0.47989,0.33542,1.0294,-0.025208,-0.45111,-0.051758,-0.83832,0.33801,0.81366,-0.21716,-0.6983,1.1512,-0.68506,-0.031128,-0.26587,-0.30627,0.2077,2.2058,-0.46881,-0.41412,-1.305,-0.040405,1.1888,-0.90033,-0.81921,1.7906,0.25275,0.21783,-1.3282,-0.33875,-0.76669,0.30817,1.6615,1.0557,-0.017578,-0.25336,-1.1011,-0.60605,0.67569,0.62192,-0.69769,1.1216,-0.49249,-1.3265,-0.79776,-0.25952,-0.24548,2.2141,0.40155,-0.86096,-1.9515,-1.1182,0.74689,-1.6536,-0.56934,2.8949,1.8509,-0.68661,0.24731,0.16434,0.10129,0.9469,1.2458,-0.01767,-0.14365,-0.24548,-0.44705,0.4379,-0.011017,-0.63849,-0.67401,0.42731,-0.63617,-0.34689,-1.5337,-0.75443,0.18579,1.629,-0.50211,-1.0288,-2.0449,0.070313,1.1334,-0.71216,-0.00647,1.6169,2.1334,1.2659,-1.378,-0.39606,0.51984,0.93915,0.41473,-0.87433,-1.7015,-0.14978,0.97638,0.8081,0.75089,0.18463,-1.2207,0.31476,0.6568,-0.6405,0.043823,0.55389,-0.18957,0.44092,0.043549,-2.2018,-1.223,0.71869,1.3871,-2.0179,0.77487,0.41031,0.52951,-0.21021,0.34345,-1.1389,0.45447,1.3502,2.0029,0.40832,-1.0789,-1.2549,-0.38406,0.51419,1.1408,-0.20612,-1.1116,0.080017,-0.5636,-0.74075,-0.21423,-0.71698,-0.17682,1.913,0.055359,-1.6225,-1.669,-0.78815,1.3669,-0.4964,0.25018,1.1966,0.75716,0.85184,-0.023804
y,-0.90579,-1.4054,-0.46826,0.94937,1.3251,-0.1676,-0.54639,-0.83554,-0.5368,0.5535,1.1396,0.087463,0.47562,0.76318,-0.046814,0.13547,0.086212,-0.030457,1.0221,2.1743,0.81131,-0.91327,-1.512,-0.34125,-1.4952,-0.92499,-0.23999,-0.52274,0.57141,0.63434,-0.61148,-0.97073,-0.50565,0.64902,1.7491,0.51358,-1.1946,-0.79932,-0.82959,-0.32941,1.3662,0.30679,-1.0603,0.83783,0.20084,-0.54654,0.48573,-0.077286,-0.38031,2.4424,1.5425,-0.46164,-1.1743,-0.18329,-0.95895,-0.30334,-0.89477,-0.10013,-1.2746,2.4353,-0.96985,-1.6559,-0.39032,1.1712,1.2488,-0.14252,-0.26034,-1.2923,-0.012268,0.9794,1.098,0.44232,0.75043,-0.25818,0.34616,0.057343,-0.55264,0.22281,1.0533,1.3547,0.52921,-1.2576,-2.3593,-0.36871,-1.6624,0.62097,-0.77783,0.60365,0.74209,0.79631,-0.45099,-0.51538,-0.59427,0.37848,1.3611,0.43655,-0.75552,-0.12094,-0.76077,-0.063202,0.88367,0.28403,-0.091827,1.2986,-0.34784,-0.77112,-0.49823,-0.2128,0.79541,2.3434,0.11478,-0.77583,-1.7644,-0.62759,-0.34314,-1.4453,-1.0306,2.372,1.0304,-0.11877,-0.30008,-0.29089,-0.093994,-0.19754,0.37585,0.66742,-0.14572,-0.42758,0.019135,-0.29944,0.36941,0.28894,0.15295,0.40411,0.86218,-0.44119,-0.27861,-0.81335,0.70261,0.98071,1.7947,-0.76257,-0.98863,-1.5194,0.13644,-2.3577,-0.19012,-0.68829,1.9473,1.0642
