x,0.61243,-0.40985,-0.46185,0.2373,0.1156,0.47144,0.54584,-0.67273,-0.34961,-0.035248,-0.000854,0.009827,0.59637,-0.61798,0.11234,-0.22021,-0.18628,-0.27521,0.49695,-0.55512,0.9408,-0.23685,0.00708,-0.75195,0.4505,-0.9411,1.5495,-0.6138,0.50751,-0.18823,0.32159,-0.53464,-0.29218,0.46674,0.27036,0.19544,0.43744,-0.70288,-0.38553,0.043915,0.07486,-0.027832,0.67035,-0.59369,-0.1127,-0.018829,-0.079529,-0.09375,0.63379,-0.46191,0.77795,-0.059387,-0.10449,-0.31946,0.078796,-0.83417,1.7333,-0.89273,-0.41885,0.091736,0.53568,-0.56909,-0.40616,0.29746,-0.053833,0.40491,0.59192,-0.7337,-0.45038,0.08493,-0.088562,0.029541,0.68884,-0.55069,0.15601,0.004028,-0.17349,-0.21393,0.77808,-0.32632,1.0057,0.1308,0.087585,-0.63434,0.24725,-0.71713,0.69971,-0.7579,0.66913,-0.71497,0.73554,0.57745,0.27283,-0.061829,-0.30817,-0.24451,0.38922,0.33014,-0.20422,-0.16223,-0.04425,-0.43793,-0.18762,0.16034,-0.56415,-0.11292,-0.18066,-0.79767,-0.74408,0.2894,-0.70538,0.054413,0.19269,-0.73279,-0.59119,1.0661,-0.30804,0.25769,1.3395,1.0983,-0.39423,0.49661,0.32248,0.66907,-0.019135,-0.57584,-0.31604,0.21252,-0.033356,0.35489,0.050934,-0.284,-0.18512,-0.080566,-0.47882,0.21228,-0.021179,-0.2666,0.11163,-0.20978,-0.64337,0.15942,-0.17783,-0.066528,0.46857,0.17963,0.19946,-0.026245,-0.30176,0.68793
y,-0.36652,-0.38373,0.14139,0.56131,0.46426,-0.48907,-0.24551,-0.093231,0.014008,0.11643,0.26575,-0.25833,-0.080048,0.15918,-0.079437,0.051147,0.21086,0.12878,-0.21201,0.30682,0.006195,-0.27759,0.053345,0.52036,-0.56915,0.53583,0.21442,-0.87123,-0.30347,0.39362,-0.57315,-0.17777,0.16254,0.43732,0.38034,-0.71384,-0.5303,0.15518,0.13937,0.030579,0.43703,-0.29318,-0.46967,0.5047,0.02475,0.024628,0.67876,0.30072,-0.57562,0.63342,-0.13684,-0.38559,0.51616,0.98416,-0.99963,0.67511,-0.098938,-1.1516,-1.1627,0.89226,-0.28479,-0.31165,0.18628,0.61664,0.32828,-0.59805,-0.09552,-0.23132,0.11874,0.21323,0.2222,-0.41544,0.27725,-0.18561,-0.021423,0.15286,0.15567,-0.18381,0.393,-0.003174,0.07666,0.031418,0.077789,0.083679,0.064026,0.040955,0.083771,-0.81021,-0.13138,0.1144,-0.006561,0.19473,-0.51801,-0.28116,0.36334,-0.038544,-0.1228,0.53513,-0.6084,-0.31927,0.18835,-0.014343,-0.038513,0.9469,-0.51828,0.10712,0.2654,-0.000824,-0.37753,1.0213,-0.50443,0.88542,0.36762,0.11136,-0.47473,0.15924,-1.2445,1.2943,-1.401,-0.23879,-0.17181,0.48914,0.59171,-0.54248,-0.64279,-0.04184,-0.13223,0.22754,0.78732,-0.70416,-0.39789,-0.032043,-0.13559,-0.025452,0.96121,-0.48303,0.35944,-0.015167,0.15549,-0.62616,0.91571,-0.25552,1.1837,0.16171,0.41409,-1.0869,-0.088623,-1.0176,0.21841,-0.29686
