error,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6
ransac,0.99799,0.99892,0.99737,0.99807,0.99862,0.99911,0.9984,0.99897,0.99724,0.99925,0.99759,0.9979,0.99867,0.99851,0.99668,0.99853,0.99934,0.99949,0.99675,0.99796,0.99841,0.99689,0.99809,0.99922,0.99896,0.99913,0.99897,0.99818,0.99835,0.99897,0.99879,0.99769,0.99862,0.99928,0.99764,0.99803,0.99897,0.99793,0.99888,0.99812,0.99872,0.99904,0.99856,0.99762,0.99942,0.99797,0.99897,0.99823,0.99945,0.99866,0.99932,0.56958,0.56881,0.56905,0.57023,0.56934,0.56886,0.56981,0.56918,0.56942,0.56945
lsq,0.99983,0.98107,0.9571,0.94175,0.93363,0.91439,0.90145,0.88952,0.8709,0.86169,0.84794,0.84055,0.82906,0.82011,0.8156,0.8018,0.79015,0.78771,0.78309,0.7677,0.77065,0.76163,0.74959,0.74759,0.74211,0.7403,0.73122,0.72664,0.72093,0.71396,0.70965,0.70995,0.70464,0.69765,0.6954,0.69094,0.6886,0.68383,0.68178,0.67899,0.67587,0.67417,0.66718,0.66566,0.66267,0.65916,0.65654,0.65421,0.65144,0.64868,0.64588,0.64397,0.64185,0.63847,0.63693,0.63375,0.63265,0.63082,0.62842,0.62586,0.62404
